
CommandType     Name                                               Version    Source
Function        Block-SmbShareAccess                               2.0.0.0    SmbShare
Function        C:                                                            
Function        cd..                                                          
Function        cd\                                                           
Function        cd~                                                           
Function        Clear-AssignedAccess                               1.0.0.0    AssignedAccess
Cmdlet          Clear-AzConfig                                     5.3.0      Az.Accounts
Cmdlet          Clear-AzContext                                    5.3.0      Az.Accounts
Cmdlet          Clear-AzDefault                                    5.3.0      Az.Accounts
Function        Clear-BCCache                                      1.0.0.0    BranchCache
Function        Clear-BitLockerAutoUnlock                          1.0.0.0    BitLocker
Cmdlet          Clear-Content                                      7.0.0.0    Microsoft.PowerShell.Management
Function        Clear-CsCacheOperation                             7.3.1      MicrosoftTeams
Function        Clear-CsOCEContext                                 7.3.1      MicrosoftTeams
Function        Clear-CsOnlineTelephoneNumberOrder                 7.3.1      MicrosoftTeams
Function        Clear-CsRegionContext                              7.3.1      MicrosoftTeams
Function        Clear-Disk                                         2.0.0.0    Storage
Function        Clear-DnsClientCache                               1.0.0.0    DnsClient
Function        Clear-FileStorageTier                              2.0.0.0    Storage
Cmdlet          Clear-History                                      7.5.0.500  Microsoft.PowerShell.Core
Function        Clear-Host                                                    
Cmdlet          Clear-Item                                         7.0.0.0    Microsoft.PowerShell.Management
Cmdlet          Clear-ItemProperty                                 7.0.0.0    Microsoft.PowerShell.Management
Cmdlet          Clear-KdsCache                                     1.0.0.0    Kds
Function        Clear-MgApplicationVerifiedPublisher               2.31.0     Microsoft.Graph.Applications
Function        Clear-MgApplicationVerifiedPublisher               2.30.0     Microsoft.Graph.Applications
Function        Clear-MgApplicationVerifiedPublisher               2.32.0     Microsoft.Graph.Applications
Function        Clear-MgChatMessageReaction                        2.31.0     Microsoft.Graph.Teams
Function        Clear-MgChatMessageReaction                        2.30.0     Microsoft.Graph.Teams
Function        Clear-MgChatMessageReaction                        2.32.0     Microsoft.Graph.Teams
Function        Clear-MgChatMessageReplyReaction                   2.31.0     Microsoft.Graph.Teams
Function        Clear-MgChatMessageReplyReaction                   2.30.0     Microsoft.Graph.Teams
Function        Clear-MgChatMessageReplyReaction                   2.32.0     Microsoft.Graph.Teams
Function        Clear-MgCommunicationPresence                      2.31.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgCommunicationPresence                      2.30.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgCommunicationPresence                      2.32.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgCommunicationPresenceUserPreferredPresence 2.31.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgCommunicationPresenceUserPreferredPresence 2.30.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgCommunicationPresenceUserPreferredPresence 2.32.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgDeviceManagementManagedDevice              2.30.0     Microsoft.Graph.DeviceManagement
Function        Clear-MgDeviceManagementManagedDevice              2.32.0     Microsoft.Graph.DeviceManagement
Function        Clear-MgDeviceManagementManagedDevice              2.31.0     Microsoft.Graph.DeviceManagement
Function        Clear-MgGroupTeamChannelMessageReaction            2.31.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamChannelMessageReaction            2.30.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamChannelMessageReaction            2.32.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamChannelMessageReplyReaction       2.31.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamChannelMessageReplyReaction       2.30.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamChannelMessageReplyReaction       2.32.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamPrimaryChannelMessageReaction     2.30.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamPrimaryChannelMessageReaction     2.31.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamPrimaryChannelMessageReaction     2.32.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamPrimaryChannelMessageReplyReacti… 2.31.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamPrimaryChannelMessageReplyReacti… 2.30.0     Microsoft.Graph.Teams
Function        Clear-MgGroupTeamPrimaryChannelMessageReplyReacti… 2.32.0     Microsoft.Graph.Teams
Function        Clear-MgSecurityCaseEdiscoveryCaseSearchData       2.31.0     Microsoft.Graph.Security
Function        Clear-MgSecurityCaseEdiscoveryCaseSearchData       2.30.0     Microsoft.Graph.Security
Function        Clear-MgSecurityCaseEdiscoveryCaseSearchData       2.32.0     Microsoft.Graph.Security
Function        Clear-MgTeamChannelMessageReaction                 2.30.0     Microsoft.Graph.Teams
Function        Clear-MgTeamChannelMessageReaction                 2.32.0     Microsoft.Graph.Teams
Function        Clear-MgTeamChannelMessageReaction                 2.31.0     Microsoft.Graph.Teams
Function        Clear-MgTeamChannelMessageReplyReaction            2.31.0     Microsoft.Graph.Teams
Function        Clear-MgTeamChannelMessageReplyReaction            2.30.0     Microsoft.Graph.Teams
Function        Clear-MgTeamChannelMessageReplyReaction            2.32.0     Microsoft.Graph.Teams
Function        Clear-MgTeamPrimaryChannelMessageReaction          2.31.0     Microsoft.Graph.Teams
Function        Clear-MgTeamPrimaryChannelMessageReaction          2.30.0     Microsoft.Graph.Teams
Function        Clear-MgTeamPrimaryChannelMessageReaction          2.32.0     Microsoft.Graph.Teams
Function        Clear-MgTeamPrimaryChannelMessageReplyReaction     2.31.0     Microsoft.Graph.Teams
Function        Clear-MgTeamPrimaryChannelMessageReplyReaction     2.30.0     Microsoft.Graph.Teams
Function        Clear-MgTeamPrimaryChannelMessageReplyReaction     2.32.0     Microsoft.Graph.Teams
Function        Clear-MgTeamworkDeletedTeamChannelMessageReaction  2.31.0     Microsoft.Graph.Teams
Function        Clear-MgTeamworkDeletedTeamChannelMessageReaction  2.30.0     Microsoft.Graph.Teams
Function        Clear-MgTeamworkDeletedTeamChannelMessageReaction  2.32.0     Microsoft.Graph.Teams
Function        Clear-MgTeamworkDeletedTeamChannelMessageReplyRea… 2.32.0     Microsoft.Graph.Teams
Function        Clear-MgTeamworkDeletedTeamChannelMessageReplyRea… 2.30.0     Microsoft.Graph.Teams
Function        Clear-MgTeamworkDeletedTeamChannelMessageReplyRea… 2.31.0     Microsoft.Graph.Teams
Function        Clear-MgUserChatMessageReaction                    2.31.0     Microsoft.Graph.Teams
Function        Clear-MgUserChatMessageReaction                    2.30.0     Microsoft.Graph.Teams
Function        Clear-MgUserChatMessageReaction                    2.32.0     Microsoft.Graph.Teams
Function        Clear-MgUserChatMessageReplyReaction               2.31.0     Microsoft.Graph.Teams
Function        Clear-MgUserChatMessageReplyReaction               2.30.0     Microsoft.Graph.Teams
Function        Clear-MgUserChatMessageReplyReaction               2.32.0     Microsoft.Graph.Teams
Function        Clear-MgUserManagedDevice                          2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Clear-MgUserManagedDevice                          2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Clear-MgUserManagedDevice                          2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Clear-MgUserPresence                               2.31.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgUserPresence                               2.30.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgUserPresence                               2.32.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgUserPresenceUserPreferredPresence          2.31.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgUserPresenceUserPreferredPresence          2.32.0     Microsoft.Graph.CloudCommunications
Function        Clear-MgUserPresenceUserPreferredPresence          2.30.0     Microsoft.Graph.CloudCommunications
Function        Clear-PcsvDeviceLog                                1.0.0.0    PcsvDevice
Cmdlet          Clear-PnPAzureADGroupMember                        3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPAzureADGroupOwner                         3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPDefaultColumnValues                       3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPEntraIDGroupMember                        3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPEntraIDGroupOwner                         3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPListItemAsRecord                          3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPMicrosoft365GroupMember                   3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPMicrosoft365GroupOwner                    3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPRecycleBinItem                            3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPTenantAppCatalogUrl                       3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPTenantRecycleBinItem                      3.1.0      PnP.PowerShell
Cmdlet          Clear-PnPTraceLog                                  3.1.0      PnP.PowerShell
Cmdlet          Clear-RecycleBin                                   7.0.0.0    Microsoft.PowerShell.Management
Cmdlet          Clear-ReFSDedupSchedule                            2.0.0.0    Microsoft.ReFsDedup.Commands
Cmdlet          Clear-ReFSDedupScrubSchedule                       2.0.0.0    Microsoft.ReFsDedup.Commands
Function        Clear-StorageBusDisk                               1.0.0.0    StorageBusCache
Function        Clear-StorageDiagnosticInfo                        2.0.0.0    Storage
Cmdlet          Clear-TeamsEnvironmentConfig                       7.3.1      MicrosoftTeams
Cmdlet          Clear-Tpm                                          2.0.0.0    TrustedPlatformModule
Cmdlet          Clear-Variable                                     7.0.0.0    Microsoft.PowerShell.Utility
